autolabel_map.feature,autolabel_map.tag,autolabel_map.cnt,autolabel_map.month,autolabel_map.day
ft_ins_cate_app_cnt_ls_250000,2,330,201910,20191017
ft_ins_cate_app_cnt_ls_270000,2,768,201910,20191017
ft_ins_cate_app_cnt_ls_290000,2,165,201910,20191017
ft_ins_cate_app_cnt_ls_300000,2,691,201910,20191017
ft_ins_cate_app_cnt_ls_900400,2,13,201910,20191017
ft_ins_cate_app_cnt_ls_900500,2,77,201910,20191017
ft_ins_cate_app_cnt_ls_900600,2,18,201910,20191017
ft_ins_cate_app_cnt_ls_900700,2,407,201910,20191017
ft_app_act_30d_photo_cnt,2,116,201910,20191017
ft_ins_category_cnt,2,1944906,201910,20191017
ft_ins_largest_cate_cnt,2,372,201910,20191017
ft_ins_pkg_cnt,2,351965,201910,20191017
ft_lbs_city_stay_oneday_cnt,2,1844,201910,20191017
ft_lbs_city_stay_twoday_cnt,2,3372,201910,20191017
ft_stable_score_a,2,8667169,201910,20191017
ft_stable_score_c,2,4700416,201910,20191017
ft_stable_score_e,2,7416763,201910,20191017
ft_app_act_30d_debit_credit_cnt_avg,2,164,201910,20191017
ft_app_act_30d_debit_credit_cnt_diff_m_llm,2,7620417,201910,20191017
ft_app_act_30d_insurance_cnt,2,12,201910,20191017
ft_app_act_30d_debit_credit_cnt_diff_m_lm,2,8308343,201910,20191017
ft_app_act_30d_debit_credit_cnt_std,2,94,201910,20191017
ft_app_act_30d_debit_credit_days_avg,2,8620,201910,20191017
ft_app_act_30d_debit_credit_days_diff_m_llm,2,7588583,201910,20191017
ft_app_act_30d_debit_credit_days_diff_m_lm,2,8283376,201910,20191017
ft_app_act_30d_debit_credit_days_std,2,8953,201910,20191017
ft_app_act_30d_debit_credit_times_avg,2,29,201910,20191017
ft_app_act_30d_debit_credit_times_diff_m_llm,2,7621321,201910,20191017
ft_app_act_30d_debit_credit_times_diff_m_lm,2,8308708,201910,20191017
ft_app_act_30d_debit_credit_times_std,2,14,201910,20191017
ft_act_2week_rest_sum_act_times,2,5,201910,20191017
ft_app_act_30d_insurance_times,2,8,201910,20191017
ft_app_act_30d_finance_cnt_avg,2,413,201910,20191017
ft_app_act_30d_finance_cnt_diff_m_llm,2,7618726,201910,20191017
ft_app_act_30d_finance_cnt_diff_m_lm,2,8307859,201910,20191017
ft_app_act_30d_finance_cnt_std,2,265,201910,20191017
ft_app_act_30d_finance_days_avg,2,211468,201910,20191017
ft_app_act_30d_finance_days_diff_m_llm,2,7039194,201910,20191017
ft_app_act_30d_finance_days_diff_m_lm,2,7845944,201910,20191017
ft_app_act_30d_finance_days_std,2,167262,201910,20191017
ft_app_act_30d_finance_times_avg,2,42,201910,20191017
ft_app_act_30d_finance_times_diff_m_llm,2,7621084,201910,20191017
ft_app_act_30d_insurance_days,2,1413,201910,20191017
ft_app_act_30d_finance_times_diff_m_lm,2,4174,201910,20191017
ft_app_act_30d_finance_times_std,2,19,201910,20191017
ft_app_act_30d_micro_loan_cnt_avg,2,86,201910,20191017
ft_app_act_30d_micro_loan_cnt_diff_m_llm,2,7621232,201910,20191017
ft_app_act_30d_micro_loan_cnt_diff_m_lm,2,8309087,201910,20191017
ft_app_act_30d_micro_loan_cnt_std,2,28,201910,20191017
ft_app_act_30d_micro_loan_days_avg,2,2658,201910,20191017
ft_app_act_30d_micro_loan_days_diff_m_llm,2,7610042,201910,20191017
ft_app_act_30d_micro_loan_days_diff_m_lm,2,8300260,201910,20191017
ft_app_act_30d_micro_loan_days_std,2,3190,201910,20191017
ft_app_act_30d_credit_card_cnt,2,873,201910,20191017
ft_app_act_30d_micro_loan_times_avg,2,23,201910,20191017
ft_app_act_30d_micro_loan_times_diff_m_llm,2,7621392,201910,20191017
ft_app_act_30d_micro_loan_times_diff_m_lm,2,31,201910,20191017
ft_app_act_30d_micro_loan_times_std,2,5,201910,20191017
ft_app_ins_current_debit_credit_cnt_avg,2,1208,201910,20191017
ft_app_ins_current_debit_credit_cnt_diff_m_llm,2,13113648,201910,20191017
ft_app_ins_current_debit_credit_cnt_diff_m_lm,2,13730509,201910,20191017
ft_app_ins_current_debit_credit_cnt_std,2,351,201910,20191017
ft_app_act_30d_market_days,2,191365,201910,20191017
ft_app_ins_current_online_shopping_cnt,2,5199,201910,20191017
ft_app_act_30d_credit_card_times,2,51,201910,20191017
ft_app_ins_history_online_shopping_cnt,2,4606,201910,20191017
ft_app_ins_current_travel_cnt,2,8024,201910,20191017
ft_app_ins_history_travel_cnt,2,2299,201910,20191017
ft_app_ins_current_discounts_cnt,2,111,201910,20191017
ft_app_ins_history_discounts_cnt,2,127,201910,20191017
ft_app_ins_current_market_cnt,2,354,201910,20191017
ft_app_ins_history_market_cnt,2,379,201910,20191017
ft_lbs_home_cons_ls_high,2,240619,201910,20191017
ft_lbs_home_cons_ls_low,2,510083,201910,20191017
ft_lbs_home_cons_ls_middle,2,9279701,201910,20191017
ft_app_act_30d_credit_card_days,2,9506,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_high,2,2707475,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_low,2,2825501,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_middle,2,50885,201910,20191017
ft_lbs_pwoi_all_often_consum_high,2,4160111,201910,20191017
ft_lbs_pwoi_all_often_consum_low,2,1611403,201910,20191017
ft_lbs_pwoi_all_often_consum_middle,2,20784,201910,20191017
ft_lbs_work_cons_ls_high,2,302696,201910,20191017
ft_lbs_work_cons_ls_low,2,455721,201910,20191017
ft_lbs_work_cons_ls_middle,2,8340656,201910,20191017
ft_consumption_score_a,2,2317334,201910,20191017
ft_app_act_30d_debit_credit_cnt,2,111,201910,20191017
ft_consumption_score_c,2,12089343,201910,20191017
ft_consumption_score_e,2,14580388,201910,20191017
ft_app_ins_current_finance_cnt,2,31703,201910,20191017
ft_app_ins_history_finance_cnt,2,67369,201910,20191017
ft_app_ins_current_gamble_cnt,2,18,201910,20191017
ft_app_ins_history_gamble_cnt,2,40,201910,20191017
ft_app_ins_current_insurance_cnt,2,18,201910,20191017
ft_app_ins_history_insurance_cnt,2,18,201910,20191017
ft_app_ins_current_credit_card_cnt,2,1678,201910,20191017
ft_app_ins_history_credit_card_cnt,2,367,201910,20191017
ft_app_act_30d_debit_credit_times,2,28,201910,20191017
ft_app_ins_current_debit_credit_cnt,2,1392,201910,20191017
ft_app_ins_history_debit_credit_cnt,2,28243,201910,20191017
ft_app_ins_current_lottery_cnt,2,9,201910,20191017
ft_app_ins_history_lottery_cnt,2,67,201910,20191017
ft_app_ins_current_invest_cnt,2,197,201910,20191017
ft_app_ins_history_invest_cnt,2,321,201910,20191017
ft_app_ins_current_payment_cnt,2,333,201910,20191017
ft_app_ins_history_payment_cnt,2,28,201910,20191017
ft_app_act_30d_photo_times,2,51,201910,20191017
ft_app_act_30d_photo_days,2,243983,201910,20191017
ft_app_act_30d_debit_credit_days,2,8088,201910,20191017
ft_app_act_30d_news_reading_cnt,2,21,201910,20191017
ft_app_act_30d_news_reading_times,2,15,201910,20191017
ft_app_act_30d_news_reading_days,2,249522,201910,20191017
ft_app_act_30d_game_cnt,2,655,201910,20191017
ft_app_act_30d_game_times,2,2,201910,20191017
ft_app_act_30d_game_days,2,119837,201910,20191017
ft_app_act_30d_life_casual_cnt,2,13,201910,20191017
ft_app_act_30d_life_casual_times,2,14,201910,20191017
ft_app_act_30d_life_casual_days,2,285032,201910,20191017
ft_app_act_30d_examination_cnt,2,14,201910,20191017
ft_app_act_30d_lottery_cnt,2,2,201910,20191017
ft_app_act_30d_examination_times,2,1,201910,20191017
ft_app_act_30d_examination_days,2,70382,201910,20191017
ft_app_act_30d_child_rearin_cnt,2,353,201910,20191017
ft_app_act_30d_child_rearin_times,2,6,201910,20191017
ft_app_act_30d_child_rearin_days,2,28195,201910,20191017
ft_app_act_30d_messaging_social_cnt,2,12,201910,20191017
ft_app_act_30d_messaging_social_times,2,14,201910,20191017
ft_app_act_30d_messaging_social_days,2,479555,201910,20191017
ft_app_act_30d_short_video_cnt,2,31429,201910,20191017
ft_app_act_30d_short_video_times,2,24,201910,20191017
ft_app_act_30d_lottery_times,2,29,201910,20191017
ft_app_act_30d_short_video_days,2,213759,201910,20191017
ft_app_act_30d_live_cnt,2,43,201910,20191017
ft_app_act_30d_live_times,2,14,201910,20191017
ft_app_act_30d_live_days,2,91162,201910,20191017
ft_asset_score_a,2,7530946,201910,20191017
ft_asset_score_c,2,11032308,201910,20191017
ft_asset_score_e,2,313586,201910,20191017
ft_app_act_30d_online_shopping_cnt,2,105,201910,20191017
ft_app_act_30d_online_shopping_times,2,8,201910,20191017
ft_app_act_30d_online_shopping_days,2,210701,201910,20191017
ft_act_2week_work_less_act_times,2,10,201910,20191017
ft_app_act_30d_lottery_days,2,4457,201910,20191017
ft_app_act_30d_travel_cnt,2,650,201910,20191017
ft_app_act_30d_travel_times,2,5,201910,20191017
ft_app_act_30d_travel_days,2,123592,201910,20191017
ft_app_act_30d_discounts_cnt,2,132,201910,20191017
ft_app_act_30d_discounts_times,2,26,201910,20191017
ft_app_act_30d_discounts_days,2,51613,201910,20191017
ft_app_act_30d_market_cnt,2,548,201910,20191017
ft_app_act_30d_market_times,2,19,201910,20191017
ft_app_act_30d_invest_cnt,2,103,201910,20191017
ft_cross_lbs_4wr_act_cnt_app_4w_unins,2,1465312,201910,20191017
ft_cross_lbs_staycity_tag_021700,2,10046232,201910,20191017
ft_cross_most_act_cate_lbs_staycity,2,1650040,201910,20191017
ft_cross_tag_travel_macao_cnt,2,115,201910,20191017
ft_dev_deprecia_price,2,647840,201910,20191017
ft_dev_gid2imei_2w_cnt,2,567553,201910,20191017
ft_dev_gid2imsi_2w_cnt,2,1108037,201910,20191017
ft_dev_gid2mac_2w_cnt,2,63495,201910,20191017
ft_dev_market_price,2,2960773,201910,20191017
ft_app_act_30d_invest_times,2,23,201910,20191017
ft_dev_market_year,2,3474911,201910,20191017
ft_gz_sensitive_area,2,939970,201910,20191017
ft_lbs_entertainment_a_12w_days,2,145062,201910,20191017
ft_lbs_entertainment_b_12w_days,2,782925,201910,20191017
ft_lbs_entertainment_c_12w_days,2,282144,201910,20191017
ft_lbs_entertainment_d_12w_days,2,984877,201910,20191017
ft_app_act_30d_invest_days,2,14699,201910,20191017
ft_lbs_entertainment_e_12w_days,2,1009130,201910,20191017
ft_lbs_entertainment_f_12w_days,2,531461,201910,20191017
ft_lbs_hospital_12w_days,2,479216,201910,20191017
ft_app_act_30d_payment_cnt,2,12227,201910,20191017
ft_app_act_30d_payment_times,2,21,201910,20191017
ft_app_act_30d_payment_days,2,127214,201910,20191017
ft_app_act_30d_money_management_cnt,2,14,201910,20191017
ft_asset_score_b,2,3164858,201910,20191017
ft_asset_score_d,2,6629378,201910,20191017
ft_asset_score_f,2,4654585,201910,20191017
ft_consumption_score_b,2,8416565,201910,20191017
ft_consumption_score_d,2,11861610,201910,20191017
ft_consumption_score_f,2,494710,201910,20191017
ft_cross_act_160000_tag_0844,2,399623,201910,20191017
ft_cross_blackfriends_act_2w_cat_16000,2,1532891,201910,20191017
ft_cross_blackfriends_tag_p2p,2,393614,201910,20191017
ft_cross_ins_credit_ins_largest_cate_cnt,2,1688,201910,20191017
ft_cross_ins_loan_tag_business_travel,2,38362,201910,20191017
ft_cross_ins_loan_tag_p2p,2,117273,201910,20191017
ft_app_act_30d_money_management_days,2,3259,201910,20191017
ft_cross_ins_wifilocating_tag_credit_card,2,739592,201910,20191017
ft_cross_lbs_staycity_ins_160000,2,68358,201910,20191017
ft_cross_tag_city_level1_housing_price,2,373,201910,20191017
ft_cross_tag_city_level1_price,2,3324,201910,20191017
ft_cross_tag_city_level2_housing_price,2,20267,201910,20191017
ft_cross_tag_city_level2_price,2,18208,201910,20191017
ft_cross_tag_city_level3_housing_price,2,21830,201910,20191017
ft_cross_tag_city_level3_price,2,16340,201910,20191017
ft_cross_tag_city_level4_housing_price,2,12199,201910,20191017
ft_cross_tag_city_level4_price,2,25673,201910,20191017
ft_act_2week_work_most_act_times,2,2,201910,20191017
ft_app_act_30d_tally_cnt,2,31,201910,20191017
ft_cross_tag_college_student_tag_p2p,2,132890,201910,20191017
ft_cross_tag_p2p_tag_lifeservice,2,463314,201910,20191017
ft_cross_unins_app_ins_160000,2,26653,201910,20191017
ft_dev_timezone,2,19771,201910,20191017
ft_gz_car_price,2,69636,201910,20191017
ft_gz_consumption_capacity,2,167070,201910,20191017
ft_gz_income_1,2,122217,201910,20191017
ft_app_act_30d_tally_times,2,8,201910,20191017
ft_app_act_30d_tally_days,2,3194,201910,20191017
ft_lbs_airport_4w_times,2,8355,201910,20191017
ft_lbs_family_12w_change_cnt,2,4659362,201910,20191017
ft_app_act_30d_bank_cnt,2,822,201910,20191017
ft_lbs_family_12w_cnt,2,5853041,201910,20191017
ft_lbs_geo7_unusual,2,8609107,201910,20191017
ft_lbs_hotel_4w_days,2,401583,201910,20191017
ft_lbs_hotel_4w_level,2,1387873,201910,20191017
ft_lbs_house_price,2,216913,201910,20191017
ft_lbs_property_fee,2,353603,201910,20191017
ft_lbs_same_night_stay_wifimac_cnt,2,387307,201910,20191017
ft_lbs_stable_stops,2,1104087,201910,20191017
ft_lbs_trainstation_4w_times,2,112198,201910,20191017
ft_lbs_work_12w_change_cnt,2,4607669,201910,20191017
ft_app_act_30d_bank_times,2,10,201910,20191017
ft_lbs_work_12w_cnt,2,5570313,201910,20191017
ft_stable_imsi_active_days,2,1153402,201910,20191017
ft_stable_imsi_changes,2,250799,201910,20191017
ft_stable_imsi_used_days,2,1132890,201910,20191017
ft_stable_score_b,2,219520,201910,20191017
ft_stable_score_d,2,77960,201910,20191017
ft_stable_score_f,2,22983,201910,20191017
ft_app_act_30d_bank_days,2,43414,201910,20191017
ft_tag_city_tier,2,5270243,201910,20191017
ft_tag_consumption_level,2,8533252,201910,20191017
ft_tag_consumption_range,2,1062509,201910,20191017
ft_tag_education,2,12673,201910,20191017
ft_app_act_30d_online_gamble_cnt,2,33,201910,20191017
ft_tag_marrige,2,6432118,201910,20191017
ft_tag_p2p,2,117608,201910,20191017
ft_app_act_30d_online_gamble_times,2,7,201910,20191017
ft_tag_shopping,2,1810388,201910,20191017
ft_app_act_30d_online_gamble_days,2,1742,201910,20191017
ft_app_act_30d_micro_loan_cnt,2,14,201910,20191017
ft_act_2week_work_sum_act_times,2,5,201910,20191017
ft_app_act_30d_micro_loan_times,2,17,201910,20191017
ft_app_act_30d_micro_loan_days,2,2549,201910,20191017
ft_app_act_30d_finance_cnt,2,470,201910,20191017
ft_app_act_30d_finance_times,2,38,201910,20191017
ft_app_act_30d_finance_days,2,192316,201910,20191017
ft_finance_score_c,2,137847,201910,20191017
ft_finance_score_d,2,9671960,201910,20191017
ft_finance_score_e,2,13220089,201910,20191017
ft_finance_score_f,2,1765309,201910,20191017
ft_app_ins_current_gpscheat_cnt,2,72,201910,20191017
ft_app_act_30d_allcate_cnt,2,3942,201910,20191017
ft_app_ins_history_gpscheat_cnt,2,139,201910,20191017
ft_app_ins_current_simulator_cnt,2,171,201910,20191017
ft_app_ins_history_simulator_cnt,2,99,201910,20191017
ft_app_act_30d_risk_times,2,1,201910,20191017
ft_app_act_30d_risk_days,2,35,201910,20191017
ft_app_act_30d_cheating_cnt,2,63,201910,20191017
ft_app_act_30d_cheating_times,2,19,201910,20191017
ft_app_act_30d_cheating_days,2,403,201910,20191017
ft_app_act_30d_allcate_times,2,1,201910,20191017
ft_app_act_30d_malicious_days,2,5,201910,20191017
ft_app_act_30d_gpscheat_times,2,1,201910,20191017
ft_app_act_30d_gpscheat_days,2,28,201910,20191017
ft_app_act_30d_simulator_times,2,20,201910,20191017
ft_app_act_30d_allcate_days,2,1241124,201910,20191017
ft_app_act_30d_simulator_days,2,47,201910,20191017
ft_dev_storage,2,11452,201910,20191017
ft_dev_free_storage,2,9032,201910,20191017
ft_dev_storage_usage_ratio,2,2601746,201910,20191017
ft_gezhen_multi_loan_score,2,5591436,201910,20191017
ft_safe_score_c,2,42990,201910,20191017
ft_safe_score_d,2,560,201910,20191017
ft_safe_score_e,2,4787949,201910,20191017
ft_safe_score_f,2,4338075,201910,20191017
ft_dev_battery_full_30d_whole_allday_hours,2,6814,201910,20191017
ft_app_act_30d_fitness_cnt,2,3,201910,20191017
ft_dev_battery_charge_30d_whole_allday_hours,2,30479,201910,20191017
ft_dev_battery_use_30d_whole_allday_hours,2,324601,201910,20191017
ft_dev_battery_all_30d_whole_allday_hours,2,366101,201910,20191017
ft_dev_battery_full_30d_weekday_allday_hours,2,7013,201910,20191017
ft_dev_battery_full_30d_weekend_allday_hours,2,8022,201910,20191017
ft_dev_battery_charge_30d_weekday_allday_hours,2,31006,201910,20191017
ft_dev_battery_charge_30d_weekend_allday_hours,2,34520,201910,20191017
ft_dev_battery_use_30d_whole_worktime_hours,2,356766,201910,20191017
ft_dev_battery_use_30d_whole_closetime_hours,2,369355,201910,20191017
ft_app_ins_current_money_management_cnt,2,86,201910,20191017
ft_act_2week_rest_less_act_times,3,1,201910,20191017
ft_app_ins_history_money_management_cnt,3,856,201910,20191017
ft_app_ins_current_tally_cnt,3,1,201910,20191017
ft_app_ins_history_tally_cnt,3,3,201910,20191017
ft_app_ins_current_bank_cnt,3,15,201910,20191017
ft_app_ins_history_bank_cnt,3,15,201910,20191017
ft_app_ins_current_online_gamble_cnt,3,8,201910,20191017
ft_app_ins_history_online_gamble_cnt,3,35,201910,20191017
ft_app_ins_current_micro_loan_cnt,3,190,201910,20191017
ft_app_ins_history_micro_loan_cnt,3,7748,201910,20191017
ft_app_ins_history_shortterm_loan,3,10,201910,20191017
ft_app_act_30d_fitness_days,3,23335,201910,20191017
ft_app_ins_current_shortterm_loan,3,10,201910,20191017
ft_app_act_30d_gamble_cnt,3,39,201910,20191017
ft_app_act_30d_gamble_times,3,3,201910,20191017
ft_app_act_30d_gamble_days,3,36,201910,20191017
ft_act_month_rest_active_period_ls_hour0_4,3,8,201910,20191017
ft_act_month_rest_active_period_ls_hour5_7,3,7,201910,20191017
ft_app_act_30d_office_business_cnt,3,4,201910,20191017
ft_act_month_work_active_period_ls_hour0_4,3,4,201910,20191017
ft_act_month_work_active_period_ls_hour8_11,3,1,201910,20191017
ft_act_month_work_active_period_ls_hour12_13,3,1,201910,20191017
ft_act_month_work_active_period_ls_hour13_18,3,1,201910,20191017
ft_act_month_work_active_period_ls_hour18_23,3,1,201910,20191017
ft_act_month_work_active_period_ls_hour5_7,3,5,201910,20191017
ft_act_month_work_less_act_times,3,1,201910,20191017
ft_act_month_work_most_act_times,3,1,201910,20191017
ft_act_month_work_sum_act_times,3,1,201910,20191017
ft_app_ins_current_fitness_cnt,3,107,201910,20191017
ft_app_ins_history_fitness_cnt,3,73,201910,20191017
ft_app_ins_current_photo_cnt,3,441,201910,20191017
ft_app_ins_history_photo_cnt,3,663,201910,20191017
ft_app_ins_current_life_casual_cnt,3,2855,201910,20191017
ft_app_ins_history_life_casual_cnt,3,3648,201910,20191017
ft_app_ins_current_office_business_cnt,3,137,201910,20191017
ft_app_ins_history_office_business_cnt,3,78,201910,20191017
ft_app_act_30d_office_business_days,3,117831,201910,20191017
ft_app_ins_current_video_cnt,3,1290,201910,20191017
ft_app_ins_history_video_cnt,3,3659,201910,20191017
ft_app_ins_current_news_reading_cnt,3,972,201910,20191017
ft_app_ins_history_news_reading_cnt,3,2386,201910,20191017
ft_app_ins_current_game_cnt,3,3013,201910,20191017
ft_app_ins_history_game_cnt,3,35086,201910,20191017
ft_app_ins_current_examination_cnt,3,965,201910,20191017
ft_app_ins_history_examination_cnt,3,1912,201910,20191017
ft_app_ins_current_child_rearing_cnt,3,4133,201910,20191017
ft_app_ins_history_child_rearin_cnt,3,13968,201910,20191017
ft_app_act_30d_video_cnt,3,8,201910,20191017
ft_app_ins_current_messaging_social_cnt,3,746,201910,20191017
ft_app_ins_history_messaging_social_cnt,3,1804,201910,20191017
ft_app_ins_current_short_video_cnt,3,20,201910,20191017
ft_app_ins_history_short_video_cnt,3,26,201910,20191017
ft_app_ins_current_live_cnt,3,5,201910,20191017
ft_app_ins_history_live_cnt,3,16,201910,20191017
ft_act_cate_num,3,17932,201910,20191017
ft_act_max_act_time,3,1,201910,20191017
ft_ins_cate_app_cnt_ls_100000,3,88,201910,20191017
ft_app_act_30d_video_times,3,1,201910,20191017
ft_ins_cate_app_cnt_ls_120000,3,193,201910,20191017
ft_ins_cate_app_cnt_ls_130000,3,6,201910,20191017
ft_ins_cate_app_cnt_ls_140000,3,12,201910,20191017
ft_ins_cate_app_cnt_ls_150000,3,1,201910,20191017
ft_ins_cate_app_cnt_ls_170000,3,18,201910,20191017
ft_ins_cate_app_cnt_ls_190000,3,45,201910,20191017
ft_ins_cate_app_cnt_ls_210000,3,348,201910,20191017
ft_ins_cate_app_cnt_ls_220000,3,17,201910,20191017
ft_app_act_30d_video_days,3,353170,201910,20191017
ft_ins_cate_app_cnt_ls_230000,3,34,201910,20191017
ft_ins_cate_app_cnt_ls_240000,3,38,201910,20191017
ft_ins_cate_app_cnt_ls_250000,3,81,201910,20191017
ft_ins_cate_app_cnt_ls_270000,3,41,201910,20191017
ft_ins_cate_app_cnt_ls_290000,3,12,201910,20191017
ft_ins_cate_app_cnt_ls_300000,3,58,201910,20191017
ft_ins_cate_app_cnt_ls_900400,3,8,201910,20191017
ft_ins_cate_app_cnt_ls_900500,3,21,201910,20191017
ft_ins_cate_app_cnt_ls_900600,3,10,201910,20191017
ft_ins_cate_app_cnt_ls_900700,3,55,201910,20191017
ft_app_act_30d_photo_cnt,3,8,201910,20191017
ft_ins_category_cnt,3,216938,201910,20191017
ft_ins_largest_cate_cnt,3,70,201910,20191017
ft_ins_pkg_cnt,3,877036,201910,20191017
ft_lbs_city_stay_oneday_cnt,3,365,201910,20191017
ft_lbs_city_stay_twoday_cnt,3,377,201910,20191017
ft_stable_score_a,3,1529665,201910,20191017
ft_stable_score_c,3,246116,201910,20191017
ft_stable_score_e,3,543701,201910,20191017
ft_app_act_30d_debit_credit_cnt_avg,3,23,201910,20191017
ft_app_act_30d_debit_credit_cnt_diff_m_llm,3,324,201910,20191017
ft_app_act_30d_insurance_cnt,3,2,201910,20191017
ft_app_act_30d_debit_credit_cnt_diff_m_lm,3,232,201910,20191017
ft_app_act_30d_debit_credit_cnt_std,3,21,201910,20191017
ft_app_act_30d_debit_credit_days_avg,3,5552,201910,20191017
ft_app_act_30d_debit_credit_days_diff_m_llm,3,12851,201910,20191017
ft_app_act_30d_debit_credit_days_diff_m_lm,3,9660,201910,20191017
ft_app_act_30d_debit_credit_days_std,3,3619,201910,20191017
ft_app_act_30d_debit_credit_times_avg,3,5,201910,20191017
ft_app_act_30d_debit_credit_times_diff_m_llm,3,135,201910,20191017
ft_app_act_30d_debit_credit_times_diff_m_lm,3,15,201910,20191017
ft_app_act_30d_debit_credit_times_std,3,3,201910,20191017
ft_app_act_30d_insurance_times,3,4,201910,20191017
ft_app_act_30d_finance_cnt_avg,3,35,201910,20191017
ft_app_act_30d_finance_cnt_diff_m_llm,3,899,201910,20191017
ft_app_act_30d_finance_cnt_diff_m_lm,3,551,201910,20191017
ft_app_act_30d_finance_cnt_std,3,63,201910,20191017
ft_app_act_30d_finance_days_avg,3,131181,201910,20191017
ft_app_act_30d_finance_days_diff_m_llm,3,257403,201910,20191017
ft_app_act_30d_finance_days_diff_m_lm,3,199228,201910,20191017
ft_app_act_30d_finance_days_std,3,59216,201910,20191017
ft_app_act_30d_finance_times_avg,3,13,201910,20191017
ft_app_act_30d_finance_times_diff_m_llm,3,57,201910,20191017
ft_app_act_30d_insurance_days,3,1101,201910,20191017
ft_app_act_30d_finance_times_diff_m_lm,3,4,201910,20191017
ft_app_act_30d_finance_times_std,3,5,201910,20191017
ft_app_act_30d_micro_loan_cnt_avg,3,20,201910,20191017
ft_app_act_30d_micro_loan_cnt_diff_m_llm,3,92,201910,20191017
ft_app_act_30d_micro_loan_cnt_diff_m_lm,3,49,201910,20191017
ft_app_act_30d_micro_loan_cnt_std,3,5,201910,20191017
ft_app_act_30d_micro_loan_days_avg,3,1654,201910,20191017
ft_app_act_30d_micro_loan_days_diff_m_llm,3,4805,201910,20191017
ft_app_act_30d_micro_loan_days_diff_m_lm,3,3818,201910,20191017
ft_app_act_30d_micro_loan_days_std,3,1610,201910,20191017
ft_app_act_30d_credit_card_cnt,3,109,201910,20191017
ft_app_act_30d_micro_loan_times_avg,3,7,201910,20191017
ft_app_act_30d_micro_loan_times_diff_m_llm,3,28,201910,20191017
ft_app_ins_current_debit_credit_cnt_avg,3,335,201910,20191017
ft_app_ins_current_debit_credit_cnt_diff_m_llm,3,1539,201910,20191017
ft_app_ins_current_debit_credit_cnt_diff_m_lm,3,801,201910,20191017
ft_app_ins_current_debit_credit_cnt_std,3,100,201910,20191017
ft_app_act_30d_market_days,3,143071,201910,20191017
ft_app_ins_current_online_shopping_cnt,3,469,201910,20191017
ft_app_act_30d_credit_card_times,3,12,201910,20191017
ft_app_ins_history_online_shopping_cnt,3,768,201910,20191017
ft_app_ins_current_travel_cnt,3,1034,201910,20191017
ft_app_ins_history_travel_cnt,3,367,201910,20191017
ft_app_ins_current_discounts_cnt,3,29,201910,20191017
ft_app_ins_history_discounts_cnt,3,15,201910,20191017
ft_app_ins_current_market_cnt,3,44,201910,20191017
ft_app_ins_history_market_cnt,3,61,201910,20191017
ft_lbs_home_cons_ls_high,3,5571,201910,20191017
ft_lbs_home_cons_ls_low,3,24349,201910,20191017
ft_lbs_home_cons_ls_middle,3,1332506,201910,20191017
ft_app_act_30d_credit_card_days,3,5125,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_high,3,1932583,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_low,3,2141897,201910,20191017
ft_lbs_pwoi_all_mostoften_consume_middle,3,17176,201910,20191017
ft_lbs_pwoi_all_often_consum_high,3,744287,201910,20191017
ft_lbs_pwoi_all_often_consum_low,3,3734751,201910,20191017
ft_lbs_pwoi_all_often_consum_middle,3,8695,201910,20191017
ft_lbs_work_cons_ls_high,3,8335,201910,20191017
ft_lbs_work_cons_ls_low,3,20907,201910,20191017
ft_lbs_work_cons_ls_middle,3,1307344,201910,20191017
ft_consumption_score_a,3,8796495,201910,20191017
ft_app_act_30d_debit_credit_cnt,3,22,201910,20191017
ft_consumption_score_e,3,1539052,201910,20191017
ft_app_ins_current_finance_cnt,3,5602,201910,20191017
ft_app_ins_history_finance_cnt,3,27942,201910,20191017
ft_app_ins_current_gamble_cnt,3,11,201910,20191017
ft_app_ins_history_gamble_cnt,3,17,201910,20191017
ft_app_ins_current_insurance_cnt,3,3,201910,20191017
ft_app_ins_history_insurance_cnt,3,3,201910,20191017
ft_app_ins_current_credit_card_cnt,3,57,201910,20191017
ft_app_ins_history_credit_card_cnt,3,30,201910,20191017
ft_app_act_30d_debit_credit_times,3,10,201910,20191017
ft_app_ins_current_debit_credit_cnt,3,401,201910,20191017
ft_app_ins_history_debit_credit_cnt,3,12651,201910,20191017
ft_app_ins_current_lottery_cnt,3,2,201910,20191017
ft_app_ins_history_lottery_cnt,3,18,201910,20191017
ft_app_ins_current_invest_cnt,3,28,201910,20191017
ft_app_ins_history_invest_cnt,3,104,201910,20191017
ft_app_ins_current_payment_cnt,3,22,201910,20191017
ft_app_ins_history_payment_cnt,3,4,201910,20191017
ft_app_act_30d_photo_times,3,12,201910,20191017
ft_app_act_30d_photo_days,3,199912,201910,20191017
ft_app_act_30d_debit_credit_days,3,5429,201910,20191017
ft_app_act_30d_news_reading_cnt,3,3,201910,20191017
ft_app_act_30d_news_reading_times,3,4,201910,20191017
ft_app_act_30d_news_reading_days,3,205543,201910,20191017
