feature|tag|min_value|max_value
ft_dev_wifimac_30d_whole_nighttime_days|3|18.0|24.0
ft_dev_wifimac_30d_whole_nighttime_days|4|24.0|inf
ft_dev_wifimac_30d_weekday_allday_days|0|-inf|4.4
ft_dev_wifimac_30d_weekday_allday_days|1|4.4|8.8
ft_dev_wifimac_30d_weekday_allday_days|2|8.8|13.2
ft_dev_wifimac_30d_weekday_allday_days|3|13.2|17.6
ft_dev_wifimac_30d_weekday_allday_days|4|17.6|inf
ft_dev_wifimac_30d_weekday_worktime_days|0|-inf|4.4
ft_dev_wifimac_30d_weekday_worktime_days|1|4.4|8.8
ft_dev_wifimac_30d_weekday_worktime_days|2|8.8|13.2
ft_dev_wifimac_30d_weekday_worktime_days|3|13.2|17.6
ft_dev_wifimac_30d_weekday_worktime_days|4|17.6|inf
ft_dev_wifimac_30d_weekday_closetime_days|0|-inf|4.4
ft_dev_wifimac_30d_weekday_closetime_days|1|4.4|8.8
ft_dev_wifimac_30d_weekday_closetime_days|2|8.8|13.2
ft_dev_wifimac_30d_weekday_closetime_days|3|13.2|17.6
ft_dev_wifimac_30d_weekday_closetime_days|4|17.6|inf
ft_dev_wifimac_30d_weekday_nighttime_days|0|-inf|4.4
ft_dev_wifimac_30d_weekday_nighttime_days|1|4.4|8.8
ft_dev_wifimac_30d_weekday_nighttime_days|2|8.8|13.2
ft_dev_wifimac_30d_weekday_nighttime_days|3|13.2|17.6
ft_dev_wifimac_30d_weekday_nighttime_days|4|17.6|inf
ft_dev_wifimac_30d_weekend_allday_days|0|-inf|1.6
ft_dev_wifimac_30d_weekend_allday_days|1|1.6|3.2
ft_dev_wifimac_30d_weekend_allday_days|2|3.2|4.8
ft_dev_wifimac_30d_weekend_allday_days|3|4.8|6.4
ft_dev_wifimac_30d_weekend_allday_days|4|6.4|inf
ft_act_2week_rest_active_period_ls_hour0_4|0|-inf|201.4
ft_act_2week_rest_active_period_ls_hour0_4|1|201.4|401.8
ft_act_2week_rest_active_period_ls_hour0_4|2|401.8|602.2
ft_act_2week_rest_active_period_ls_hour0_4|3|602.2|802.6
ft_act_2week_rest_active_period_ls_hour0_4|4|802.6|inf
ft_act_2week_rest_active_period_ls_hour12_13|0|-inf|232.8
ft_act_2week_rest_active_period_ls_hour12_13|1|232.8|464.6
ft_act_2week_rest_active_period_ls_hour12_13|2|464.6|696.4
ft_act_2week_rest_active_period_ls_hour12_13|3|696.4|928.2
ft_act_2week_rest_active_period_ls_hour12_13|4|928.2|inf
ft_act_2week_rest_active_period_ls_hour13_18|0|-inf|556.8
ft_act_2week_rest_active_period_ls_hour13_18|1|556.8|1112.6
ft_act_2week_rest_active_period_ls_hour13_18|2|1112.6|1668.4
ft_act_2week_rest_active_period_ls_hour13_18|3|1668.4|2224.2
ft_act_2week_rest_active_period_ls_hour13_18|4|2224.2|inf
ft_act_2week_rest_active_period_ls_hour18_23|0|-inf|479.2
ft_act_2week_rest_active_period_ls_hour18_23|1|479.2|957.4
ft_act_2week_rest_active_period_ls_hour18_23|2|957.4|1435.6
ft_act_2week_rest_active_period_ls_hour18_23|3|1435.6|1913.8
ft_act_2week_rest_active_period_ls_hour18_23|4|1913.8|inf
ft_act_2week_rest_active_period_ls_hour5_7|0|-inf|155.2
ft_act_2week_rest_active_period_ls_hour5_7|1|155.2|309.4
ft_act_2week_rest_active_period_ls_hour5_7|2|309.4|463.6
ft_act_2week_rest_active_period_ls_hour5_7|3|463.6|617.8
ft_act_2week_rest_active_period_ls_hour5_7|4|617.8|inf
ft_act_2week_rest_active_period_ls_hour8_11|0|-inf|437.4
ft_act_2week_rest_active_period_ls_hour8_11|1|437.4|873.8
ft_act_2week_rest_active_period_ls_hour8_11|2|873.8|1310.2
ft_act_2week_rest_active_period_ls_hour8_11|3|1310.2|1746.6
ft_act_2week_rest_active_period_ls_hour8_11|4|1746.6|inf
ft_act_2week_work_active_period_ls_hour0_4|0|-inf|469.8
ft_act_2week_work_active_period_ls_hour0_4|1|469.8|938.6
ft_act_2week_work_active_period_ls_hour0_4|2|938.6|1407.4
ft_act_2week_work_active_period_ls_hour0_4|3|1407.4|1876.2
ft_act_2week_work_active_period_ls_hour0_4|4|1876.2|inf
ft_act_2week_work_active_period_ls_hour12_13|0|-inf|574.4
ft_act_2week_work_active_period_ls_hour12_13|1|574.4|1147.8
ft_act_2week_work_active_period_ls_hour12_13|2|1147.8|1721.2
ft_act_2week_work_active_period_ls_hour12_13|3|1721.2|2294.6
ft_act_2week_work_active_period_ls_hour12_13|4|2294.6|inf
ft_act_2week_work_active_period_ls_hour13_18|0|-inf|1429.6
ft_act_2week_work_active_period_ls_hour13_18|1|1429.6|2858.2
ft_act_2week_work_active_period_ls_hour13_18|2|2858.2|4286.8
ft_act_2week_work_active_period_ls_hour13_18|3|4286.8|5715.4
ft_act_2week_work_active_period_ls_hour13_18|4|5715.4|inf
ft_act_2week_work_active_period_ls_hour18_23|0|-inf|1355.4
ft_act_2week_work_active_period_ls_hour18_23|1|1355.4|2709.8
ft_act_2week_work_active_period_ls_hour18_23|2|2709.8|4064.2
ft_act_2week_work_active_period_ls_hour18_23|3|4064.2|5418.6
ft_act_2week_work_active_period_ls_hour18_23|4|5418.6|inf
ft_act_2week_work_active_period_ls_hour5_7|0|-inf|386.0
ft_act_2week_work_active_period_ls_hour5_7|1|386.0|771.0
ft_act_2week_work_active_period_ls_hour5_7|2|771.0|1156.0
ft_act_2week_work_active_period_ls_hour5_7|3|1156.0|1541.0
ft_act_2week_work_active_period_ls_hour5_7|4|1541.0|inf
ft_act_2week_work_active_period_ls_hour8_11|0|-inf|1072.4
ft_act_2week_work_active_period_ls_hour8_11|1|1072.4|2143.8
ft_act_2week_work_active_period_ls_hour8_11|2|2143.8|3215.2
ft_act_2week_work_active_period_ls_hour8_11|3|3215.2|4286.6
ft_act_2week_work_active_period_ls_hour8_11|4|4286.6|inf
ft_act_2week_rest_less_act_times|0|-inf|155.2
ft_act_2week_rest_less_act_times|1|155.2|309.4
ft_act_2week_rest_less_act_times|2|309.4|463.6
ft_act_2week_rest_less_act_times|3|463.6|617.8
ft_act_2week_rest_less_act_times|4|617.8|inf
ft_act_2week_rest_most_act_times|0|-inf|556.8
ft_act_2week_rest_most_act_times|1|556.8|1112.6
ft_act_2week_rest_most_act_times|2|1112.6|1668.4
ft_act_2week_rest_most_act_times|3|1668.4|2224.2
ft_act_2week_rest_most_act_times|4|2224.2|inf
ft_act_2week_rest_sum_act_times|0|-inf|2058.8
ft_act_2week_rest_sum_act_times|1|2058.8|4116.6
ft_act_2week_rest_sum_act_times|2|4116.6|6174.4
ft_act_2week_rest_sum_act_times|3|6174.4|8232.2
ft_act_2week_rest_sum_act_times|4|8232.2|inf
ft_act_2week_work_less_act_times|0|-inf|386.0
ft_act_2week_work_less_act_times|1|386.0|771.0
ft_act_2week_work_less_act_times|2|771.0|1156.0
ft_act_2week_work_less_act_times|3|1156.0|1541.0
ft_act_2week_work_less_act_times|4|1541.0|inf
ft_act_2week_work_most_act_times|0|-inf|1429.6
ft_act_2week_work_most_act_times|1|1429.6|2858.2
ft_act_2week_work_most_act_times|2|2858.2|4286.8
ft_act_2week_work_most_act_times|3|4286.8|5715.4
ft_act_2week_work_most_act_times|4|5715.4|inf
ft_act_2week_work_sum_act_times|0|-inf|5230.8
ft_act_2week_work_sum_act_times|1|5230.8|10460.6
ft_act_2week_work_sum_act_times|2|10460.6|15690.4
ft_act_2week_work_sum_act_times|3|15690.4|20920.2
ft_act_2week_work_sum_act_times|4|20920.2|inf
ft_app_act_30d_allcate_cnt|0|-inf|40.8
ft_app_act_30d_allcate_cnt|1|40.8|80.6
ft_app_act_30d_allcate_cnt|2|80.6|120.4
ft_app_act_30d_allcate_cnt|3|120.4|160.2
ft_app_act_30d_allcate_cnt|4|160.2|inf
ft_app_act_30d_allcate_times|0|-inf|304257.4
ft_app_act_30d_allcate_times|1|304257.4|608513.8
ft_app_act_30d_allcate_times|2|608513.8|912770.2
ft_app_act_30d_allcate_times|3|912770.2|1217026.6
ft_app_act_30d_allcate_times|4|1217026.6|inf
ft_app_act_30d_allcate_days|0|-inf|6.8
ft_app_act_30d_allcate_days|1|6.8|12.6
ft_app_act_30d_allcate_days|2|12.6|18.4
ft_app_act_30d_allcate_days|3|18.4|24.2
ft_app_act_30d_allcate_days|4|24.2|inf
ft_app_act_30d_fitness_cnt|0|-inf|5.0
ft_app_act_30d_fitness_cnt|1|5.0|10.0
ft_app_act_30d_fitness_cnt|2|10.0|15.0
ft_app_act_30d_fitness_cnt|3|15.0|20.0
ft_app_act_30d_fitness_cnt|4|20.0|inf
ft_app_act_30d_fitness_times|0|-inf|5599.2
ft_app_act_30d_fitness_times|1|5599.2|11198.4
ft_app_act_30d_fitness_times|2|11198.4|16797.6
ft_app_act_30d_fitness_times|3|16797.6|22396.8
ft_app_act_30d_fitness_times|4|22396.8|inf
ft_app_act_30d_fitness_days|0|-inf|6.0
ft_app_act_30d_fitness_days|1|6.0|12.0
ft_app_act_30d_fitness_days|2|12.0|18.0
ft_app_act_30d_fitness_days|3|18.0|24.0
ft_app_act_30d_fitness_days|4|24.0|inf
ft_app_act_30d_office_business_cnt|0|-inf|5.4
ft_app_act_30d_office_business_cnt|1|5.4|10.8
ft_app_act_30d_office_business_cnt|2|10.8|16.2
ft_app_act_30d_office_business_cnt|3|16.2|21.6
ft_app_act_30d_office_business_cnt|4|21.6|inf
ft_app_act_30d_office_business_times|0|-inf|13317.4
ft_app_act_30d_office_business_times|1|13317.4|26634.8
ft_app_act_30d_office_business_times|2|26634.8|39952.2
ft_app_act_30d_office_business_times|3|39952.2|53269.6
ft_app_act_30d_office_business_times|4|53269.6|inf
ft_app_act_30d_office_business_days|0|-inf|6.0
ft_app_act_30d_office_business_days|1|6.0|12.0
ft_app_act_30d_office_business_days|2|12.0|18.0
ft_app_act_30d_office_business_days|3|18.0|24.0
ft_app_act_30d_office_business_days|4|24.0|inf
ft_app_act_30d_video_cnt|0|-inf|10.0
ft_app_act_30d_video_cnt|1|10.0|20.0
ft_app_act_30d_video_cnt|2|20.0|30.0
ft_app_act_30d_video_cnt|3|30.0|40.0
ft_app_act_30d_video_cnt|4|40.0|inf
ft_app_act_30d_video_times|0|-inf|23471.4
ft_app_act_30d_video_times|1|23471.4|46942.8
ft_app_act_30d_video_times|2|46942.8|70414.2
ft_app_act_30d_video_times|3|70414.2|93885.6
ft_app_act_30d_video_times|4|93885.6|inf
ft_app_act_30d_video_days|0|-inf|6.0
ft_app_act_30d_video_days|1|6.0|12.0
ft_app_act_30d_video_days|2|12.0|18.0
ft_app_act_30d_video_days|3|18.0|24.0
ft_app_act_30d_video_days|4|24.0|inf
ft_app_act_30d_photo_cnt|0|-inf|6.2
ft_app_act_30d_photo_cnt|1|6.2|12.4
ft_app_act_30d_photo_cnt|2|12.4|18.6
ft_app_act_30d_photo_cnt|3|18.6|24.8
ft_app_act_30d_photo_cnt|4|24.8|inf
ft_app_act_30d_insurance_cnt|0|-inf|2.2
ft_app_act_30d_insurance_cnt|1|2.2|4.4
ft_app_act_30d_insurance_cnt|2|4.4|6.6
ft_app_act_30d_insurance_cnt|3|6.6|8.8
ft_app_act_30d_insurance_cnt|4|8.8|inf
ft_app_act_30d_insurance_times|0|-inf|1387.2
ft_app_act_30d_insurance_times|1|1387.2|2774.4
ft_app_act_30d_insurance_times|2|2774.4|4161.6
ft_app_act_30d_insurance_times|3|4161.6|5548.8
ft_app_act_30d_insurance_times|4|5548.8|inf
ft_app_act_30d_insurance_days|0|-inf|6.0
ft_app_act_30d_insurance_days|1|6.0|12.0
ft_app_act_30d_insurance_days|2|12.0|18.0
ft_app_act_30d_insurance_days|3|18.0|24.0
ft_app_act_30d_insurance_days|4|24.0|inf
ft_app_act_30d_credit_card_cnt|0|-inf|2.0
ft_app_act_30d_credit_card_cnt|1|2.0|4.0
ft_app_act_30d_credit_card_cnt|2|4.0|6.0
ft_app_act_30d_credit_card_cnt|3|6.0|8.0
ft_app_act_30d_credit_card_cnt|4|8.0|inf
ft_app_act_30d_credit_card_times|0|-inf|1983.4
ft_app_act_30d_credit_card_times|1|1983.4|3966.8
ft_app_act_30d_credit_card_times|2|3966.8|5950.2
ft_app_act_30d_credit_card_times|3|5950.2|7933.6
ft_app_act_30d_credit_card_times|4|7933.6|inf
ft_app_act_30d_credit_card_days|0|-inf|6.0
ft_app_act_30d_credit_card_days|1|6.0|12.0
ft_app_act_30d_credit_card_days|2|12.0|18.0
ft_app_act_30d_credit_card_days|3|18.0|24.0
ft_app_act_30d_credit_card_days|4|24.0|inf
ft_app_act_30d_debit_credit_cnt|0|-inf|10.0
ft_app_act_30d_debit_credit_cnt|1|10.0|20.0
ft_app_act_30d_debit_credit_cnt|2|20.0|30.0
ft_app_act_30d_debit_credit_cnt|3|30.0|40.0
ft_app_act_30d_debit_credit_cnt|4|40.0|inf
ft_app_act_30d_debit_credit_times|0|-inf|3880.0
ft_app_act_30d_debit_credit_times|1|3880.0|7760.0
ft_app_act_30d_debit_credit_times|2|7760.0|11640.0
ft_app_act_30d_debit_credit_times|3|11640.0|15520.0
ft_app_act_30d_debit_credit_times|4|15520.0|inf
ft_app_act_30d_debit_credit_days|0|-inf|6.0
ft_app_act_30d_debit_credit_days|1|6.0|12.0
ft_app_act_30d_debit_credit_days|2|12.0|18.0
ft_app_act_30d_debit_credit_days|3|18.0|24.0
ft_app_act_30d_debit_credit_days|4|24.0|inf
ft_app_act_30d_lottery_cnt|0|-inf|3.6
ft_app_act_30d_lottery_cnt|1|3.6|7.2
ft_app_act_30d_lottery_cnt|2|7.2|10.8
ft_app_act_30d_lottery_cnt|3|10.8|14.4
ft_app_act_30d_lottery_cnt|4|14.4|inf
ft_app_act_30d_lottery_times|0|-inf|1725.6
ft_app_act_30d_lottery_times|1|1725.6|3451.2
ft_app_act_30d_lottery_times|2|3451.2|5176.8
ft_app_act_30d_lottery_times|3|5176.8|6902.4
ft_app_act_30d_lottery_times|4|6902.4|inf
ft_app_act_30d_lottery_days|0|-inf|6.0
ft_app_act_30d_lottery_days|1|6.0|12.0
ft_app_act_30d_lottery_days|2|12.0|18.0
ft_app_act_30d_lottery_days|3|18.0|24.0
ft_app_act_30d_lottery_days|4|24.0|inf
ft_app_act_30d_invest_cnt|0|-inf|3.2
ft_app_act_30d_invest_cnt|1|3.2|6.4
ft_app_act_30d_invest_cnt|2|6.4|9.6
ft_app_act_30d_invest_cnt|3|9.6|12.8
ft_app_act_30d_invest_cnt|4|12.8|inf
ft_app_act_30d_invest_times|0|-inf|3453.2
ft_app_act_30d_invest_times|1|3453.2|6906.4
ft_app_act_30d_invest_times|2|6906.4|10359.6
ft_app_act_30d_invest_times|3|10359.6|13812.8
ft_app_act_30d_invest_times|4|13812.8|inf
ft_app_act_30d_invest_days|0|-inf|6.0
ft_app_act_30d_invest_days|1|6.0|12.0
ft_app_act_30d_invest_days|2|12.0|18.0
ft_app_act_30d_invest_days|3|18.0|24.0
ft_app_act_30d_invest_days|4|24.0|inf
ft_app_act_30d_payment_cnt|0|-inf|1.2
ft_app_act_30d_payment_cnt|1|1.2|2.4
ft_app_act_30d_payment_cnt|2|2.4|3.6
ft_app_act_30d_payment_cnt|3|3.6|4.8
ft_app_act_30d_payment_cnt|4|4.8|inf
ft_app_act_30d_payment_times|0|-inf|5512.4
ft_app_act_30d_payment_times|1|5512.4|11024.8
ft_app_act_30d_payment_times|2|11024.8|16537.2
ft_app_act_30d_payment_times|3|16537.2|22049.6
ft_app_act_30d_payment_times|4|22049.6|inf
ft_app_act_30d_payment_days|0|-inf|6.0
ft_app_act_30d_payment_days|1|6.0|12.0
ft_app_act_30d_payment_days|2|12.0|18.0
ft_app_act_30d_payment_days|3|18.0|24.0
ft_app_act_30d_payment_days|4|24.0|inf
ft_app_act_30d_money_management_cnt|0|-inf|5.6
ft_app_act_30d_money_management_cnt|1|5.6|11.2
ft_app_act_30d_money_management_cnt|2|11.2|16.8
ft_app_act_30d_money_management_cnt|3|16.8|22.4
ft_app_act_30d_money_management_cnt|4|22.4|inf
ft_app_act_30d_money_management_times|0|-inf|4068.0
ft_app_act_30d_money_management_times|1|4068.0|8136.0
ft_app_act_30d_money_management_times|2|8136.0|12204.0
ft_app_act_30d_money_management_times|3|12204.0|16272.0
ft_app_act_30d_money_management_times|4|16272.0|inf
ft_app_act_30d_money_management_days|0|-inf|6.0
ft_app_act_30d_money_management_days|1|6.0|12.0
ft_app_act_30d_money_management_days|2|12.0|18.0
ft_app_act_30d_money_management_days|3|18.0|24.0
ft_app_act_30d_money_management_days|4|24.0|inf
ft_app_act_30d_tally_cnt|0|-inf|1.0
ft_app_act_30d_tally_cnt|1|1.0|2.0
ft_app_act_30d_tally_cnt|2|2.0|3.0
ft_app_act_30d_tally_cnt|3|3.0|4.0
ft_app_act_30d_tally_cnt|4|4.0|inf
ft_app_act_30d_tally_times|0|-inf|2131.2
ft_app_act_30d_tally_times|1|2131.2|4262.4
ft_app_act_30d_tally_times|2|4262.4|6393.6
ft_app_act_30d_tally_times|3|6393.6|8524.8
ft_app_act_30d_tally_times|4|8524.8|inf
ft_app_act_30d_tally_days|0|-inf|6.0
ft_app_act_30d_tally_days|1|6.0|12.0
ft_app_act_30d_tally_days|2|12.0|18.0
ft_app_act_30d_tally_days|3|18.0|24.0
ft_app_act_30d_tally_days|4|24.0|inf
ft_app_act_30d_bank_cnt|0|-inf|3.4
ft_app_act_30d_bank_cnt|1|3.4|6.8
ft_app_act_30d_bank_cnt|2|6.8|10.2
ft_app_act_30d_bank_cnt|3|10.2|13.6
ft_app_act_30d_bank_cnt|4|13.6|inf
ft_app_act_30d_bank_times|0|-inf|4785.2
ft_app_act_30d_bank_times|1|4785.2|9570.4
ft_app_act_30d_bank_times|2|9570.4|14355.6
ft_app_act_30d_bank_times|3|14355.6|19140.8
ft_app_act_30d_bank_times|4|19140.8|inf
ft_app_act_30d_bank_days|0|-inf|6.0
ft_app_act_30d_bank_days|1|6.0|12.0
ft_app_act_30d_bank_days|2|12.0|18.0
ft_app_act_30d_bank_days|3|18.0|24.0
ft_app_act_30d_bank_days|4|24.0|inf
ft_app_act_30d_online_gamble_cnt|0|-inf|1.8
ft_app_act_30d_online_gamble_cnt|1|1.8|3.6
ft_app_act_30d_online_gamble_cnt|2|3.6|5.4
ft_app_act_30d_online_gamble_cnt|3|5.4|7.2
ft_app_act_30d_online_gamble_cnt|4|7.2|inf
ft_app_act_30d_online_gamble_times|0|-inf|2228.6
ft_app_act_30d_online_gamble_times|1|2228.6|4457.2
ft_app_act_30d_online_gamble_times|2|4457.2|6685.8
ft_app_act_30d_online_gamble_times|3|6685.8|8914.4
ft_app_act_30d_online_gamble_times|4|8914.4|inf
ft_app_act_30d_online_gamble_days|0|-inf|6.0
ft_app_act_30d_online_gamble_days|1|6.0|12.0
ft_app_act_30d_online_gamble_days|2|12.0|18.0
ft_app_act_30d_online_gamble_days|3|18.0|24.0
ft_app_act_30d_online_gamble_days|4|24.0|inf
ft_app_act_30d_micro_loan_cnt|0|-inf|10.0
ft_app_act_30d_micro_loan_cnt|1|10.0|20.0
ft_app_act_30d_micro_loan_cnt|2|20.0|30.0
ft_app_act_30d_micro_loan_cnt|3|30.0|40.0
ft_app_act_30d_micro_loan_cnt|4|40.0|inf
ft_app_act_30d_micro_loan_times|0|-inf|2944.4
ft_app_act_30d_micro_loan_times|1|2944.4|5888.8
ft_app_act_30d_micro_loan_times|2|5888.8|8833.2
ft_app_act_30d_micro_loan_times|3|8833.2|11777.6
ft_app_act_30d_micro_loan_times|4|11777.6|inf
ft_app_act_30d_micro_loan_days|0|-inf|6.0
ft_app_act_30d_micro_loan_days|1|6.0|12.0
ft_app_act_30d_micro_loan_days|2|12.0|18.0
ft_app_act_30d_micro_loan_days|3|18.0|24.0
ft_app_act_30d_micro_loan_days|4|24.0|inf
ft_app_act_30d_finance_cnt|0|-inf|10.0
ft_app_act_30d_finance_cnt|1|10.0|20.0
ft_app_act_30d_finance_cnt|2|20.0|30.0
ft_app_act_30d_finance_cnt|3|30.0|40.0
ft_app_act_30d_finance_cnt|4|40.0|inf
ft_app_act_30d_finance_times|0|-inf|8306.2
ft_app_act_30d_finance_times|1|8306.2|16612.4
ft_app_act_30d_finance_times|2|16612.4|24918.6
ft_app_act_30d_finance_times|3|24918.6|33224.8
ft_app_act_30d_finance_times|4|33224.8|inf
ft_app_act_30d_finance_days|0|-inf|6.0
ft_app_act_30d_finance_days|1|6.0|12.0
ft_app_act_30d_finance_days|2|12.0|18.0
ft_app_act_30d_finance_days|3|18.0|24.0
ft_app_act_30d_finance_days|4|24.0|inf
ft_finance_score_c|0|-inf|534.6
ft_finance_score_c|1|534.6|553.2
ft_finance_score_c|2|553.2|571.8
ft_finance_score_c|3|571.8|590.4
ft_finance_score_c|4|590.4|inf
ft_finance_score_d|0|-inf|6.8
ft_finance_score_d|1|6.8|13.6
ft_finance_score_d|2|13.6|20.4
ft_finance_score_d|3|20.4|27.2
ft_finance_score_d|4|27.2|inf
ft_finance_score_e|0|-inf|537.6
ft_finance_score_e|1|537.6|550.2
ft_finance_score_e|2|550.2|562.8
ft_finance_score_e|3|562.8|575.4
ft_finance_score_e|4|575.4|inf
ft_finance_score_f|0|-inf|7.2
ft_finance_score_f|1|7.2|12.4
ft_finance_score_f|2|12.4|17.6
ft_finance_score_f|3|17.6|22.8
ft_finance_score_f|4|22.8|inf
ft_app_ins_current_gpscheat_cnt|0|-inf|1.0
ft_app_ins_current_gpscheat_cnt|1|1.0|2.0
ft_app_ins_current_gpscheat_cnt|2|2.0|3.0
ft_app_ins_current_gpscheat_cnt|3|3.0|4.0
ft_app_ins_current_gpscheat_cnt|4|4.0|inf
ft_app_ins_history_gpscheat_cnt|0|-inf|2.2
ft_app_ins_history_gpscheat_cnt|1|2.2|4.4
ft_app_ins_history_gpscheat_cnt|2|4.4|6.6
ft_app_ins_history_gpscheat_cnt|3|6.6|8.8
ft_app_ins_history_gpscheat_cnt|4|8.8|inf
ft_app_ins_current_simulator_cnt|0|-inf|1.8
ft_app_ins_current_simulator_cnt|1|1.8|3.6
ft_app_ins_current_simulator_cnt|2|3.6|5.4
ft_app_ins_current_simulator_cnt|3|5.4|7.2
ft_app_ins_current_simulator_cnt|4|7.2|inf
ft_app_ins_history_simulator_cnt|0|-inf|3.2
ft_app_ins_history_simulator_cnt|1|3.2|6.4
ft_app_ins_history_simulator_cnt|2|6.4|9.6
ft_app_ins_history_simulator_cnt|3|9.6|12.8
ft_app_ins_history_simulator_cnt|4|12.8|inf
ft_app_act_30d_risk_cnt|0|-inf|0.6
ft_app_act_30d_risk_cnt|1|0.6|1.2
ft_app_act_30d_risk_cnt|2|1.2|1.8
ft_app_act_30d_risk_cnt|3|1.8|2.4
ft_app_act_30d_risk_cnt|4|2.4|inf
ft_app_act_30d_risk_times|0|-inf|719.0
ft_app_act_30d_risk_times|1|719.0|1438.0
ft_app_act_30d_risk_times|2|1438.0|2157.0
ft_app_act_30d_risk_times|3|2157.0|2876.0
ft_app_act_30d_risk_times|4|2876.0|inf
ft_app_act_30d_risk_days|0|-inf|6.0
ft_app_act_30d_risk_days|1|6.0|12.0
ft_app_act_30d_risk_days|2|12.0|18.0
ft_app_act_30d_risk_days|3|18.0|24.0
ft_app_act_30d_risk_days|4|24.0|inf
ft_app_act_30d_cheating_cnt|0|-inf|1.2
ft_app_act_30d_cheating_cnt|1|1.2|2.4
ft_app_act_30d_cheating_cnt|2|2.4|3.6
ft_app_act_30d_cheating_cnt|3|3.6|4.8
ft_app_act_30d_cheating_cnt|4|4.8|inf
ft_app_act_30d_cheating_times|0|-inf|1676.4
ft_app_act_30d_cheating_times|1|1676.4|3352.8
ft_app_act_30d_cheating_times|2|3352.8|5029.2
ft_app_act_30d_cheating_times|3|5029.2|6705.6
ft_app_act_30d_cheating_times|4|6705.6|inf
ft_app_act_30d_cheating_days|0|-inf|6.0
ft_app_act_30d_cheating_days|1|6.0|12.0
ft_app_act_30d_cheating_days|2|12.0|18.0
ft_app_act_30d_cheating_days|3|18.0|24.0
ft_app_act_30d_cheating_days|4|24.0|inf
ft_app_act_30d_imei_alter_cnt|0|-inf|0.2
ft_app_act_30d_imei_alter_cnt|1|0.2|0.4
ft_app_act_30d_imei_alter_cnt|2|0.4|0.6
ft_app_act_30d_imei_alter_cnt|3|0.6|0.8
ft_app_act_30d_imei_alter_cnt|4|0.8|inf
ft_app_act_30d_imei_alter_times|0|-inf|6.4
ft_app_act_30d_imei_alter_times|1|6.4|12.8
ft_app_act_30d_imei_alter_times|2|12.8|19.2
ft_app_act_30d_imei_alter_times|3|19.2|25.6
ft_app_act_30d_imei_alter_times|4|25.6|inf
ft_app_act_30d_imei_alter_days|0|-inf|0.8
ft_app_act_30d_imei_alter_days|1|0.8|1.6
ft_app_act_30d_imei_alter_days|2|1.6|2.4
ft_app_act_30d_imei_alter_days|3|2.4|3.2
ft_app_act_30d_imei_alter_days|4|3.2|inf
ft_app_act_30d_malicious_cnt|0|-inf|0.2
ft_app_act_30d_malicious_cnt|1|0.2|0.4
ft_app_act_30d_malicious_cnt|2|0.4|0.6
ft_app_act_30d_malicious_cnt|3|0.6|0.8
ft_app_act_30d_malicious_cnt|4|0.8|inf
ft_app_act_30d_malicious_times|0|-inf|53.6
ft_app_act_30d_malicious_times|1|53.6|107.2
ft_app_act_30d_malicious_times|2|107.2|160.8
ft_app_act_30d_malicious_times|3|160.8|214.4
ft_app_act_30d_malicious_times|4|214.4|inf
ft_app_act_30d_malicious_days|0|-inf|1.4
ft_app_act_30d_malicious_days|1|1.4|2.8
ft_app_act_30d_malicious_days|2|2.8|4.2
ft_app_act_30d_malicious_days|3|4.2|5.6
ft_app_act_30d_malicious_days|4|5.6|inf
ft_app_act_30d_gpscheat_cnt|0|-inf|0.6
ft_app_act_30d_gpscheat_cnt|1|0.6|1.2
ft_app_act_30d_gpscheat_cnt|2|1.2|1.8
ft_app_act_30d_gpscheat_cnt|3|1.8|2.4
ft_app_act_30d_gpscheat_cnt|4|2.4|inf
ft_app_act_30d_gpscheat_times|0|-inf|719.0
ft_app_act_30d_gpscheat_times|1|719.0|1438.0
ft_app_act_30d_gpscheat_times|2|1438.0|2157.0
ft_app_act_30d_gpscheat_times|3|2157.0|2876.0
ft_app_act_30d_gpscheat_times|4|2876.0|inf
ft_app_act_30d_gpscheat_days|0|-inf|6.0
ft_app_act_30d_gpscheat_days|1|6.0|12.0
ft_app_act_30d_gpscheat_days|2|12.0|18.0
ft_app_act_30d_gpscheat_days|3|18.0|24.0
ft_app_act_30d_gpscheat_days|4|24.0|inf
ft_app_act_30d_simulator_cnt|0|-inf|0.6
ft_app_act_30d_simulator_cnt|1|0.6|1.2
ft_app_act_30d_simulator_cnt|2|1.2|1.8
ft_app_act_30d_simulator_cnt|3|1.8|2.4
ft_app_act_30d_simulator_cnt|4|2.4|inf
ft_app_act_30d_simulator_times|0|-inf|987.0
ft_app_act_30d_simulator_times|1|987.0|1974.0
ft_app_act_30d_simulator_times|2|1974.0|2961.0
ft_app_act_30d_simulator_times|3|2961.0|3948.0
ft_app_act_30d_simulator_times|4|3948.0|inf
ft_app_act_30d_simulator_days|0|-inf|6.0
ft_app_act_30d_simulator_days|1|6.0|12.0
ft_app_act_30d_simulator_days|2|12.0|18.0
ft_app_act_30d_simulator_days|3|18.0|24.0
ft_app_act_30d_simulator_days|4|24.0|inf
ft_dev_storage|0|-inf|205.0
ft_dev_storage|1|205.0|409.0
ft_dev_storage|2|409.0|613.0
ft_dev_storage|3|613.0|817.0
ft_dev_storage|4|817.0|inf
ft_dev_free_storage|0|-inf|186.2
ft_dev_free_storage|1|186.2|372.4
