feature|if_continuous|tag|min_value|max_value|chinese_name
ft_act_month_rest_active_period_ls_hour0_4|1|3|1225.0|1633.0|用户近一个月休息日0-4时段设备活跃次数
ft_act_month_rest_active_period_ls_hour0_4|1|4|1633.0|inf|用户近一个月休息日0-4时段设备活跃次数
ft_act_month_rest_active_period_ls_hour12_13|1|0|-inf|476.6|用户近一个月休息日12-13时段设备活跃次数
ft_act_month_rest_active_period_ls_hour12_13|1|1|476.6|952.2|用户近一个月休息日12-13时段设备活跃次数
ft_act_month_rest_active_period_ls_hour12_13|1|2|952.2|1427.8|用户近一个月休息日12-13时段设备活跃次数
ft_act_month_rest_active_period_ls_hour12_13|1|3|1427.8|1903.4|用户近一个月休息日12-13时段设备活跃次数
ft_act_month_rest_active_period_ls_hour12_13|1|4|1903.4|inf|用户近一个月休息日12-13时段设备活跃次数
ft_act_month_rest_active_period_ls_hour13_18|1|0|-inf|1158.4|用户近一个月休息日13-18时段设备活跃次数
ft_act_month_rest_active_period_ls_hour13_18|1|1|1158.4|2315.8|用户近一个月休息日13-18时段设备活跃次数
ft_act_month_rest_active_period_ls_hour13_18|1|2|2315.8|3473.2|用户近一个月休息日13-18时段设备活跃次数
ft_act_month_rest_active_period_ls_hour13_18|1|3|3473.2|4630.6|用户近一个月休息日13-18时段设备活跃次数
ft_act_month_rest_active_period_ls_hour13_18|1|4|4630.6|inf|用户近一个月休息日13-18时段设备活跃次数
ft_act_month_rest_active_period_ls_hour18_23|1|0|-inf|1027.0|用户近一个月休息日18-23时段设备活跃次数
ft_act_month_rest_active_period_ls_hour18_23|1|1|1027.0|2053.0|用户近一个月休息日18-23时段设备活跃次数
ft_act_month_rest_active_period_ls_hour18_23|1|2|2053.0|3079.0|用户近一个月休息日18-23时段设备活跃次数
ft_act_month_rest_active_period_ls_hour18_23|1|3|3079.0|4105.0|用户近一个月休息日18-23时段设备活跃次数
ft_act_month_rest_active_period_ls_hour18_23|1|4|4105.0|inf|用户近一个月休息日18-23时段设备活跃次数
ft_act_month_rest_active_period_ls_hour5_7|1|0|-inf|315.2|用户近一个月休息日5-7时段设备活跃次数
ft_act_month_rest_active_period_ls_hour5_7|1|1|315.2|629.4|用户近一个月休息日5-7时段设备活跃次数
ft_act_month_rest_active_period_ls_hour5_7|1|2|629.4|943.6|用户近一个月休息日5-7时段设备活跃次数
ft_act_month_rest_active_period_ls_hour5_7|1|3|943.6|1257.8|用户近一个月休息日5-7时段设备活跃次数
ft_act_month_rest_active_period_ls_hour5_7|1|4|1257.8|inf|用户近一个月休息日5-7时段设备活跃次数
ft_act_month_rest_active_period_ls_hour8_11|1|0|-inf|881.2|用户近一个月休息日8-11时段设备活跃次数
ft_act_month_rest_active_period_ls_hour8_11|1|1|881.2|1761.4|用户近一个月休息日8-11时段设备活跃次数
ft_act_month_rest_active_period_ls_hour8_11|1|2|1761.4|2641.6|用户近一个月休息日8-11时段设备活跃次数
ft_act_month_rest_active_period_ls_hour8_11|1|3|2641.6|3521.8|用户近一个月休息日8-11时段设备活跃次数
ft_act_month_rest_active_period_ls_hour8_11|1|4|3521.8|inf|用户近一个月休息日8-11时段设备活跃次数
ft_act_month_rest_less_act_times|1|0|-inf|315.2|用户近一个月休息日设备最不活跃时段活跃次数
ft_act_month_rest_less_act_times|1|1|315.2|629.4|用户近一个月休息日设备最不活跃时段活跃次数
ft_act_month_rest_less_act_times|1|2|629.4|943.6|用户近一个月休息日设备最不活跃时段活跃次数
ft_act_month_rest_less_act_times|1|3|943.6|1257.8|用户近一个月休息日设备最不活跃时段活跃次数
ft_act_month_rest_less_act_times|1|4|1257.8|inf|用户近一个月休息日设备最不活跃时段活跃次数
ft_act_month_rest_most_act_times|1|0|-inf|1158.4|用户近一个月休息日设备最活跃时段活跃次数
ft_act_month_rest_most_act_times|1|1|1158.4|2315.8|用户近一个月休息日设备最活跃时段活跃次数
ft_act_month_rest_most_act_times|1|2|2315.8|3473.2|用户近一个月休息日设备最活跃时段活跃次数
ft_act_month_rest_most_act_times|1|3|3473.2|4630.6|用户近一个月休息日设备最活跃时段活跃次数
ft_act_month_rest_most_act_times|1|4|4630.6|inf|用户近一个月休息日设备最活跃时段活跃次数
ft_act_month_rest_sum_act_times|1|0|-inf|4263.4|用户近一个月休息日设备总活跃次数
ft_act_month_rest_sum_act_times|1|1|4263.4|8525.8|用户近一个月休息日设备总活跃次数
ft_act_month_rest_sum_act_times|1|2|8525.8|12788.2|用户近一个月休息日设备总活跃次数
ft_act_month_rest_sum_act_times|1|3|12788.2|17050.6|用户近一个月休息日设备总活跃次数
ft_act_month_rest_sum_act_times|1|4|17050.6|inf|用户近一个月休息日设备总活跃次数
ft_act_month_work_active_period_ls_hour0_4|1|0|-inf|999.0|用户近一个月工作日0-4时段设备活跃次数
ft_act_month_work_active_period_ls_hour0_4|1|1|999.0|1997.0|用户近一个月工作日0-4时段设备活跃次数
ft_act_month_work_active_period_ls_hour0_4|1|2|1997.0|2995.0|用户近一个月工作日0-4时段设备活跃次数
ft_act_month_work_active_period_ls_hour0_4|1|3|2995.0|3993.0|用户近一个月工作日0-4时段设备活跃次数
ft_act_month_work_active_period_ls_hour0_4|1|4|3993.0|inf|用户近一个月工作日0-4时段设备活跃次数
ft_act_month_work_active_period_ls_hour8_11|1|0|-inf|2228.4|用户近一个月工作日8-11时段设备活跃次数
ft_act_month_work_active_period_ls_hour8_11|1|1|2228.4|4455.8|用户近一个月工作日8-11时段设备活跃次数
ft_act_month_work_active_period_ls_hour8_11|1|2|4455.8|6683.2|用户近一个月工作日8-11时段设备活跃次数
ft_act_month_work_active_period_ls_hour8_11|1|3|6683.2|8910.6|用户近一个月工作日8-11时段设备活跃次数
ft_act_month_work_active_period_ls_hour8_11|1|4|8910.6|inf|用户近一个月工作日8-11时段设备活跃次数
ft_act_month_work_active_period_ls_hour12_13|1|0|-inf|1177.2|用户近一个月工作日12-13时段设备活跃次数
ft_act_month_work_active_period_ls_hour12_13|1|1|1177.2|2353.4|用户近一个月工作日12-13时段设备活跃次数
ft_act_month_work_active_period_ls_hour12_13|1|2|2353.4|3529.6|用户近一个月工作日12-13时段设备活跃次数
ft_act_month_work_active_period_ls_hour12_13|1|3|3529.6|4705.8|用户近一个月工作日12-13时段设备活跃次数
ft_act_month_work_active_period_ls_hour12_13|1|4|4705.8|inf|用户近一个月工作日12-13时段设备活跃次数
ft_act_month_work_active_period_ls_hour13_18|1|0|-inf|2964.0|用户近一个月工作日13-28时段设备活跃次数
ft_act_month_work_active_period_ls_hour13_18|1|1|2964.0|5927.0|用户近一个月工作日13-28时段设备活跃次数
ft_act_month_work_active_period_ls_hour13_18|1|2|5927.0|8890.0|用户近一个月工作日13-28时段设备活跃次数
ft_act_month_work_active_period_ls_hour13_18|1|3|8890.0|11853.0|用户近一个月工作日13-28时段设备活跃次数
ft_act_month_work_active_period_ls_hour13_18|1|4|11853.0|inf|用户近一个月工作日13-28时段设备活跃次数
ft_act_month_work_active_period_ls_hour18_23|1|0|-inf|2868.8|用户近一个月工作日18-23时段设备活跃次数
ft_act_month_work_active_period_ls_hour18_23|1|1|2868.8|5736.6|用户近一个月工作日18-23时段设备活跃次数
ft_act_month_work_active_period_ls_hour18_23|1|2|5736.6|8604.4|用户近一个月工作日18-23时段设备活跃次数
ft_act_month_work_active_period_ls_hour18_23|1|3|8604.4|11472.2|用户近一个月工作日18-23时段设备活跃次数
ft_act_month_work_active_period_ls_hour18_23|1|4|11472.2|inf|用户近一个月工作日18-23时段设备活跃次数
ft_act_month_work_active_period_ls_hour5_7|1|0|-inf|832.8|用户近一个月工作日5-7时段设备活跃次数
ft_act_month_work_active_period_ls_hour5_7|1|1|832.8|1664.6|用户近一个月工作日5-7时段设备活跃次数
ft_act_month_work_active_period_ls_hour5_7|1|2|1664.6|2496.4|用户近一个月工作日5-7时段设备活跃次数
ft_act_month_work_active_period_ls_hour5_7|1|3|2496.4|3328.2|用户近一个月工作日5-7时段设备活跃次数
ft_act_month_work_active_period_ls_hour5_7|1|4|3328.2|inf|用户近一个月工作日5-7时段设备活跃次数
ft_act_month_work_less_act_times|1|0|-inf|832.8|用户近一个月工作日设备最不活跃时段设备活跃次数
ft_act_month_work_less_act_times|1|1|832.8|1664.6|用户近一个月工作日设备最不活跃时段设备活跃次数
ft_act_month_work_less_act_times|1|2|1664.6|2496.4|用户近一个月工作日设备最不活跃时段设备活跃次数
ft_act_month_work_less_act_times|1|3|2496.4|3328.2|用户近一个月工作日设备最不活跃时段设备活跃次数
ft_act_month_work_less_act_times|1|4|3328.2|inf|用户近一个月工作日设备最不活跃时段设备活跃次数
ft_act_month_work_most_act_times|1|0|-inf|2964.0|用户近四周（一个月）工作日设备最活跃时段设备活跃次数
ft_act_month_work_most_act_times|1|1|2964.0|5927.0|用户近四周（一个月）工作日设备最活跃时段设备活跃次数
ft_act_month_work_most_act_times|1|2|5927.0|8890.0|用户近四周（一个月）工作日设备最活跃时段设备活跃次数
ft_act_month_work_most_act_times|1|3|8890.0|11853.0|用户近四周（一个月）工作日设备最活跃时段设备活跃次数
ft_act_month_work_most_act_times|1|4|11853.0|inf|用户近四周（一个月）工作日设备最活跃时段设备活跃次数
ft_act_month_work_sum_act_times|1|0|-inf|10968.2|用户近一个月工作日设备总活跃次数
ft_act_month_work_sum_act_times|1|1|10968.2|21935.4|用户近一个月工作日设备总活跃次数
ft_act_month_work_sum_act_times|1|2|21935.4|32902.6|用户近一个月工作日设备总活跃次数
ft_act_month_work_sum_act_times|1|3|32902.6|43869.8|用户近一个月工作日设备总活跃次数
ft_act_month_work_sum_act_times|1|4|43869.8|inf|用户近一个月工作日设备总活跃次数
ft_app_ins_current_fitness_cnt|1|0|-inf|10.0|健康运动类APP当前安装个数
ft_app_ins_current_fitness_cnt|1|1|10.0|20.0|健康运动类APP当前安装个数
ft_app_ins_current_fitness_cnt|1|2|20.0|30.0|健康运动类APP当前安装个数
ft_app_ins_current_fitness_cnt|1|3|30.0|40.0|健康运动类APP当前安装个数
ft_app_ins_current_fitness_cnt|1|4|40.0|inf|健康运动类APP当前安装个数
ft_app_ins_history_fitness_cnt|1|0|-inf|20.0|健康运动类APP历史安装个数
ft_app_ins_history_fitness_cnt|1|1|20.0|40.0|健康运动类APP历史安装个数
ft_app_ins_history_fitness_cnt|1|2|40.0|60.0|健康运动类APP历史安装个数
ft_app_ins_history_fitness_cnt|1|3|60.0|80.0|健康运动类APP历史安装个数
ft_app_ins_history_fitness_cnt|1|4|80.0|inf|健康运动类APP历史安装个数
ft_app_ins_current_photo_cnt|1|0|-inf|10.0|摄影图像类APP当前安装个数
ft_app_ins_current_photo_cnt|1|1|10.0|20.0|摄影图像类APP当前安装个数
ft_app_ins_current_photo_cnt|1|2|20.0|30.0|摄影图像类APP当前安装个数
ft_app_ins_current_photo_cnt|1|3|30.0|40.0|摄影图像类APP当前安装个数
ft_app_ins_current_photo_cnt|1|4|40.0|inf|摄影图像类APP当前安装个数
ft_app_ins_history_photo_cnt|1|0|-inf|20.0|摄影图像类APP历史安装个数
ft_app_ins_history_photo_cnt|1|1|20.0|40.0|摄影图像类APP历史安装个数
ft_app_ins_history_photo_cnt|1|2|40.0|60.0|摄影图像类APP历史安装个数
ft_app_ins_history_photo_cnt|1|3|60.0|80.0|摄影图像类APP历史安装个数
ft_app_ins_history_photo_cnt|1|4|80.0|inf|摄影图像类APP历史安装个数
ft_app_ins_current_life_casual_cnt|1|0|-inf|10.0|生活休闲类APP当前安装个数
ft_app_ins_current_life_casual_cnt|1|1|10.0|20.0|生活休闲类APP当前安装个数
ft_app_ins_current_life_casual_cnt|1|2|20.0|30.0|生活休闲类APP当前安装个数
ft_app_ins_current_life_casual_cnt|1|3|30.0|40.0|生活休闲类APP当前安装个数
ft_app_ins_current_life_casual_cnt|1|4|40.0|inf|生活休闲类APP当前安装个数
ft_app_ins_history_life_casual_cnt|1|0|-inf|20.0|生活休闲类APP历史安装个数
ft_app_ins_history_life_casual_cnt|1|1|20.0|40.0|生活休闲类APP历史安装个数
ft_app_ins_history_life_casual_cnt|1|2|40.0|60.0|生活休闲类APP历史安装个数
ft_app_ins_history_life_casual_cnt|1|3|60.0|80.0|生活休闲类APP历史安装个数
ft_app_ins_history_life_casual_cnt|1|4|80.0|inf|生活休闲类APP历史安装个数
ft_app_ins_current_office_business_cnt|1|0|-inf|10.0|办公商务类APP当前安装个数
ft_app_ins_current_office_business_cnt|1|1|10.0|20.0|办公商务类APP当前安装个数
ft_app_ins_current_office_business_cnt|1|2|20.0|30.0|办公商务类APP当前安装个数
ft_app_ins_current_office_business_cnt|1|3|30.0|40.0|办公商务类APP当前安装个数
ft_app_ins_current_office_business_cnt|1|4|40.0|inf|办公商务类APP当前安装个数
ft_app_ins_history_office_business_cnt|1|0|-inf|20.0|办公商务类APP历史安装个数
ft_app_ins_history_office_business_cnt|1|1|20.0|40.0|办公商务类APP历史安装个数
ft_app_ins_history_office_business_cnt|1|2|40.0|60.0|办公商务类APP历史安装个数
ft_app_ins_history_office_business_cnt|1|3|60.0|80.0|办公商务类APP历史安装个数
ft_app_ins_history_office_business_cnt|1|4|80.0|inf|办公商务类APP历史安装个数
ft_app_ins_current_video_cnt|1|0|-inf|10.0|影音播放类APP当前安装个数
ft_app_ins_current_video_cnt|1|1|10.0|20.0|影音播放类APP当前安装个数
ft_app_ins_current_video_cnt|1|2|20.0|30.0|影音播放类APP当前安装个数
ft_app_ins_current_video_cnt|1|3|30.0|40.0|影音播放类APP当前安装个数
ft_app_ins_current_video_cnt|1|4|40.0|inf|影音播放类APP当前安装个数
ft_app_ins_history_video_cnt|1|0|-inf|20.0|影音播放类APP历史安装个数
ft_app_ins_history_video_cnt|1|1|20.0|40.0|影音播放类APP历史安装个数
ft_app_ins_history_video_cnt|1|2|40.0|60.0|影音播放类APP历史安装个数
ft_app_ins_history_video_cnt|1|3|60.0|80.0|影音播放类APP历史安装个数
ft_app_ins_history_video_cnt|1|4|80.0|inf|影音播放类APP历史安装个数
ft_app_ins_current_news_reading_cnt|1|0|-inf|10.0|新闻阅读类APP当前安装个数
ft_app_ins_current_news_reading_cnt|1|1|10.0|20.0|新闻阅读类APP当前安装个数
ft_app_ins_current_news_reading_cnt|1|2|20.0|30.0|新闻阅读类APP当前安装个数
ft_app_ins_current_news_reading_cnt|1|3|30.0|40.0|新闻阅读类APP当前安装个数
ft_app_ins_current_news_reading_cnt|1|4|40.0|inf|新闻阅读类APP当前安装个数
ft_app_ins_history_news_reading_cnt|1|0|-inf|20.0|新闻阅读类APP历史安装个数
ft_app_ins_history_news_reading_cnt|1|1|20.0|40.0|新闻阅读类APP历史安装个数
ft_app_ins_history_news_reading_cnt|1|2|40.0|60.0|新闻阅读类APP历史安装个数
ft_app_ins_history_news_reading_cnt|1|3|60.0|80.0|新闻阅读类APP历史安装个数
ft_app_ins_history_news_reading_cnt|1|4|80.0|inf|新闻阅读类APP历史安装个数
ft_app_ins_current_game_cnt|1|0|-inf|10.0|游戏类APP当前安装个数
ft_app_ins_current_game_cnt|1|1|10.0|20.0|游戏类APP当前安装个数
ft_app_ins_current_game_cnt|1|2|20.0|30.0|游戏类APP当前安装个数
ft_app_ins_current_game_cnt|1|3|30.0|40.0|游戏类APP当前安装个数
ft_app_ins_current_game_cnt|1|4|40.0|inf|游戏类APP当前安装个数
ft_app_ins_history_game_cnt|1|0|-inf|20.0|游戏类APP历史安装个数
ft_app_ins_history_game_cnt|1|1|20.0|40.0|游戏类APP历史安装个数
ft_app_ins_history_game_cnt|1|2|40.0|60.0|游戏类APP历史安装个数
ft_app_ins_history_game_cnt|1|3|60.0|80.0|游戏类APP历史安装个数
ft_app_ins_history_game_cnt|1|4|80.0|inf|游戏类APP历史安装个数
ft_app_ins_current_examination_cnt|1|0|-inf|10.0|考试学习类APP当前安装个数
ft_app_ins_current_examination_cnt|1|1|10.0|20.0|考试学习类APP当前安装个数
ft_app_ins_current_examination_cnt|1|2|20.0|30.0|考试学习类APP当前安装个数
ft_app_ins_current_examination_cnt|1|3|30.0|40.0|考试学习类APP当前安装个数
ft_app_ins_current_examination_cnt|1|4|40.0|inf|考试学习类APP当前安装个数
ft_app_ins_history_examination_cnt|1|0|-inf|20.0|考试学习类APP历史安装个数
ft_app_ins_history_examination_cnt|1|1|20.0|40.0|考试学习类APP历史安装个数
ft_app_ins_history_examination_cnt|1|2|40.0|60.0|考试学习类APP历史安装个数
ft_app_ins_history_examination_cnt|1|3|60.0|80.0|考试学习类APP历史安装个数
ft_app_ins_history_examination_cnt|1|4|80.0|inf|考试学习类APP历史安装个数
ft_app_ins_current_child_rearing_cnt|1|0|-inf|10.0|育儿亲子类APP当前安装个数
ft_app_ins_current_child_rearing_cnt|1|1|10.0|20.0|育儿亲子类APP当前安装个数
ft_app_ins_current_child_rearing_cnt|1|2|20.0|30.0|育儿亲子类APP当前安装个数
ft_app_ins_current_child_rearing_cnt|1|3|30.0|40.0|育儿亲子类APP当前安装个数
ft_app_ins_current_child_rearing_cnt|1|4|40.0|inf|育儿亲子类APP当前安装个数
ft_app_ins_history_child_rearin_cnt|1|0|-inf|20.0|育儿亲子类APP历史安装个数
ft_app_ins_history_child_rearin_cnt|1|1|20.0|40.0|育儿亲子类APP历史安装个数
ft_app_ins_history_child_rearin_cnt|1|2|40.0|60.0|育儿亲子类APP历史安装个数
ft_app_ins_history_child_rearin_cnt|1|3|60.0|80.0|育儿亲子类APP历史安装个数
ft_app_ins_history_child_rearin_cnt|1|4|80.0|inf|育儿亲子类APP历史安装个数
ft_app_ins_current_messaging_social_cnt|1|0|-inf|10.0|通讯社交类APP当前安装个数
ft_app_ins_current_messaging_social_cnt|1|1|10.0|20.0|通讯社交类APP当前安装个数
ft_app_ins_current_messaging_social_cnt|1|2|20.0|30.0|通讯社交类APP当前安装个数
ft_app_ins_current_messaging_social_cnt|1|3|30.0|40.0|通讯社交类APP当前安装个数
ft_app_ins_current_messaging_social_cnt|1|4|40.0|inf|通讯社交类APP当前安装个数
ft_app_ins_history_messaging_social_cnt|1|0|-inf|20.0|通讯社交类APP历史安装个数
ft_app_ins_history_messaging_social_cnt|1|1|20.0|40.0|通讯社交类APP历史安装个数
ft_app_ins_history_messaging_social_cnt|1|2|40.0|60.0|通讯社交类APP历史安装个数
ft_app_ins_history_messaging_social_cnt|1|3|60.0|80.0|通讯社交类APP历史安装个数
ft_app_ins_history_messaging_social_cnt|1|4|80.0|inf|通讯社交类APP历史安装个数
ft_app_ins_current_short_video_cnt|1|0|-inf|3.0|短视频类APP当前安装个数
ft_app_ins_current_short_video_cnt|1|1|3.0|6.0|短视频类APP当前安装个数
ft_app_ins_current_short_video_cnt|1|2|6.0|9.0|短视频类APP当前安装个数
ft_app_ins_current_short_video_cnt|1|3|9.0|12.0|短视频类APP当前安装个数
ft_app_ins_current_short_video_cnt|1|4|12.0|inf|短视频类APP当前安装个数
ft_app_ins_history_short_video_cnt|1|0|-inf|5.4|短视频类APP历史安装个数
ft_app_ins_history_short_video_cnt|1|1|5.4|10.8|短视频类APP历史安装个数
ft_app_ins_history_short_video_cnt|1|2|10.8|16.2|短视频类APP历史安装个数
ft_app_ins_history_short_video_cnt|1|3|16.2|21.6|短视频类APP历史安装个数
ft_app_ins_history_short_video_cnt|1|4|21.6|inf|短视频类APP历史安装个数
ft_app_ins_current_live_cnt|1|0|-inf|10.0|直播类APP当前安装个数
ft_app_ins_current_live_cnt|1|1|10.0|20.0|直播类APP当前安装个数
ft_app_ins_current_live_cnt|1|2|20.0|30.0|直播类APP当前安装个数
ft_app_ins_current_live_cnt|1|3|30.0|40.0|直播类APP当前安装个数
ft_app_ins_current_live_cnt|1|4|40.0|inf|直播类APP当前安装个数
ft_app_ins_history_live_cnt|1|0|-inf|20.0|直播类APP历史安装个数
ft_app_ins_history_live_cnt|1|1|20.0|40.0|直播类APP历史安装个数
ft_app_ins_history_live_cnt|1|2|40.0|60.0|直播类APP历史安装个数
ft_app_ins_history_live_cnt|1|3|60.0|80.0|直播类APP历史安装个数
ft_app_ins_history_live_cnt|1|4|80.0|inf|直播类APP历史安装个数
ft_act_cate_num|1|0|-inf|6.2|用户近两周活跃的app类别个数
ft_act_cate_num|1|1|6.2|11.4|用户近两周活跃的app类别个数
ft_act_cate_num|1|2|11.4|16.6|用户近两周活跃的app类别个数
ft_act_cate_num|1|3|16.6|21.8|用户近两周活跃的app类别个数
ft_act_cate_num|1|4|21.8|inf|用户近两周活跃的app类别个数
ft_act_max_act_time|1|0|-inf|2801.6|用户近两周最活跃的app活跃次数
ft_act_max_act_time|1|1|2801.6|5602.2|用户近两周最活跃的app活跃次数
ft_act_max_act_time|1|2|5602.2|8402.8|用户近两周最活跃的app活跃次数
ft_act_max_act_time|1|3|8402.8|11203.4|用户近两周最活跃的app活跃次数
ft_act_max_act_time|1|4|11203.4|inf|用户近两周最活跃的app活跃次数
ft_act_pkg_num|1|0|-inf|188.6|用户近两周活跃的app个数
ft_act_pkg_num|1|1|188.6|376.2|用户近两周活跃的app个数
ft_act_pkg_num|1|2|376.2|563.8|用户近两周活跃的app个数
ft_act_pkg_num|1|3|563.8|751.4|用户近两周活跃的app个数
ft_act_pkg_num|1|4|751.4|inf|用户近两周活跃的app个数
ft_ins_cate_app_cnt_ls_100000|1|0|-inf|6.6|用户当前效率办公app类别安装个数
ft_ins_cate_app_cnt_ls_100000|1|1|6.6|13.2|用户当前效率办公app类别安装个数
ft_ins_cate_app_cnt_ls_100000|1|2|13.2|19.8|用户当前效率办公app类别安装个数
ft_ins_cate_app_cnt_ls_100000|1|3|19.8|26.4|用户当前效率办公app类别安装个数
ft_ins_cate_app_cnt_ls_100000|1|4|26.4|inf|用户当前效率办公app类别安装个数
ft_ins_cate_app_cnt_ls_120000|1|0|-inf|10.4|用户当前系统工具app类别安装个数
ft_ins_cate_app_cnt_ls_120000|1|1|10.4|20.8|用户当前系统工具app类别安装个数
ft_ins_cate_app_cnt_ls_120000|1|2|20.8|31.2|用户当前系统工具app类别安装个数
ft_ins_cate_app_cnt_ls_120000|1|3|31.2|41.6|用户当前系统工具app类别安装个数
ft_ins_cate_app_cnt_ls_120000|1|4|41.6|inf|用户当前系统工具app类别安装个数
ft_ins_cate_app_cnt_ls_130000|1|0|-inf|5.0|用户当前美化手机app类别安装个数
ft_ins_cate_app_cnt_ls_130000|1|1|5.0|10.0|用户当前美化手机app类别安装个数
ft_ins_cate_app_cnt_ls_130000|1|2|10.0|15.0|用户当前美化手机app类别安装个数
ft_ins_cate_app_cnt_ls_130000|1|3|15.0|20.0|用户当前美化手机app类别安装个数
ft_ins_cate_app_cnt_ls_130000|1|4|20.0|inf|用户当前美化手机app类别安装个数
ft_ins_cate_app_cnt_ls_140000|1|0|-inf|7.4|用户当前视频app类别安装个数
ft_ins_cate_app_cnt_ls_140000|1|1|7.4|14.8|用户当前视频app类别安装个数
ft_ins_cate_app_cnt_ls_140000|1|2|14.8|22.2|用户当前视频app类别安装个数
ft_ins_cate_app_cnt_ls_140000|1|3|22.2|29.6|用户当前视频app类别安装个数
ft_ins_cate_app_cnt_ls_140000|1|4|29.6|inf|用户当前视频app类别安装个数
ft_ins_cate_app_cnt_ls_150000|1|0|-inf|15.0|用户当前新闻阅读app类别安装个数
ft_ins_cate_app_cnt_ls_150000|1|1|15.0|30.0|用户当前新闻阅读app类别安装个数
ft_ins_cate_app_cnt_ls_150000|1|2|30.0|45.0|用户当前新闻阅读app类别安装个数
ft_ins_cate_app_cnt_ls_150000|1|3|45.0|60.0|用户当前新闻阅读app类别安装个数
ft_ins_cate_app_cnt_ls_150000|1|4|60.0|inf|用户当前新闻阅读app类别安装个数
ft_ins_cate_app_cnt_ls_160000|1|0|-inf|19.0|用户当前金融理财app类别安装个数
ft_ins_cate_app_cnt_ls_160000|1|1|19.0|38.0|用户当前金融理财app类别安装个数
ft_ins_cate_app_cnt_ls_160000|1|2|38.0|57.0|用户当前金融理财app类别安装个数
ft_ins_cate_app_cnt_ls_160000|1|3|57.0|76.0|用户当前金融理财app类别安装个数
ft_ins_cate_app_cnt_ls_160000|1|4|76.0|inf|用户当前金融理财app类别安装个数
ft_ins_cate_app_cnt_ls_170000|1|0|-inf|4.4|用户当前运动健康app类别安装个数
ft_ins_cate_app_cnt_ls_170000|1|1|4.4|8.8|用户当前运动健康app类别安装个数
ft_ins_cate_app_cnt_ls_170000|1|2|8.8|13.2|用户当前运动健康app类别安装个数
ft_ins_cate_app_cnt_ls_170000|1|3|13.2|17.6|用户当前运动健康app类别安装个数
ft_ins_cate_app_cnt_ls_170000|1|4|17.6|inf|用户当前运动健康app类别安装个数
ft_ins_cate_app_cnt_ls_190000|1|0|-inf|10.4|用户当前电话通信app类别安装个数
ft_ins_cate_app_cnt_ls_190000|1|1|10.4|20.8|用户当前电话通信app类别安装个数
ft_ins_cate_app_cnt_ls_190000|1|2|20.8|31.2|用户当前电话通信app类别安装个数
ft_ins_cate_app_cnt_ls_190000|1|3|31.2|41.6|用户当前电话通信app类别安装个数
ft_ins_cate_app_cnt_ls_190000|1|4|41.6|inf|用户当前电话通信app类别安装个数
ft_ins_cate_app_cnt_ls_200000|1|0|-inf|11.2|用户当前聊天社交app类别安装个数
ft_ins_cate_app_cnt_ls_200000|1|1|11.2|22.4|用户当前聊天社交app类别安装个数
ft_ins_cate_app_cnt_ls_200000|1|2|22.4|33.6|用户当前聊天社交app类别安装个数
ft_ins_cate_app_cnt_ls_200000|1|3|33.6|44.8|用户当前聊天社交app类别安装个数
ft_ins_cate_app_cnt_ls_200000|1|4|44.8|inf|用户当前聊天社交app类别安装个数
ft_ins_cate_app_cnt_ls_210000|1|0|-inf|7.6|用户当前生活服务app类别安装个数
ft_ins_cate_app_cnt_ls_210000|1|1|7.6|15.2|用户当前生活服务app类别安装个数
ft_ins_cate_app_cnt_ls_210000|1|2|15.2|22.8|用户当前生活服务app类别安装个数
ft_ins_cate_app_cnt_ls_210000|1|3|22.8|30.4|用户当前生活服务app类别安装个数
ft_ins_cate_app_cnt_ls_210000|1|4|30.4|inf|用户当前生活服务app类别安装个数
ft_ins_cate_app_cnt_ls_220000|1|0|-inf|2.8|用户当前交通导航app类别安装个数
ft_ins_cate_app_cnt_ls_220000|1|1|2.8|5.6|用户当前交通导航app类别安装个数
ft_ins_cate_app_cnt_ls_220000|1|2|5.6|8.4|用户当前交通导航app类别安装个数
ft_ins_cate_app_cnt_ls_220000|1|3|8.4|11.2|用户当前交通导航app类别安装个数
ft_ins_cate_app_cnt_ls_220000|1|4|11.2|inf|用户当前交通导航app类别安装个数
ft_ins_cate_app_cnt_ls_230000|1|0|-inf|3.8|用户当前音乐app类别安装个数
ft_ins_cate_app_cnt_ls_230000|1|1|3.8|7.6|用户当前音乐app类别安装个数
ft_ins_cate_app_cnt_ls_230000|1|2|7.6|11.4|用户当前音乐app类别安装个数
ft_ins_cate_app_cnt_ls_230000|1|3|11.4|15.2|用户当前音乐app类别安装个数
ft_ins_cate_app_cnt_ls_230000|1|4|15.2|inf|用户当前音乐app类别安装个数
ft_ins_cate_app_cnt_ls_240000|1|0|-inf|4.0|用户当前图像app类别安装个数
ft_ins_cate_app_cnt_ls_240000|1|1|4.0|8.0|用户当前图像app类别安装个数
ft_ins_cate_app_cnt_ls_240000|1|2|8.0|12.0|用户当前图像app类别安装个数
ft_ins_cate_app_cnt_ls_240000|1|3|12.0|16.0|用户当前图像app类别安装个数
ft_ins_cate_app_cnt_ls_240000|1|4|16.0|inf|用户当前图像app类别安装个数
ft_ins_cate_app_cnt_ls_250000|1|0|-inf|18.8|用户当前丽人母婴app类别安装个数
ft_ins_cate_app_cnt_ls_250000|1|1|18.8|37.6|用户当前丽人母婴app类别安装个数
